car_id,mileage,tax,mpg,engine_size,paint_quality,previous_owners,brand,model,transmission,fuel_type,year,has_damage
48418,13890.0,95.0,60.1,1.2,41.0,1,Skoda,Fabia,Semi-Auto,Petrol,2016,False
13959,7500.0,150.0,31.4,3.0,33.0,0,BMW,X7,Semi-Auto,Diesel,2020,False
54216,27469.0,175.0,36.2,2.0,73.0,4,Toyota,GT86,Manual,Petrol,2015,False
57867,48293.0,95.0,65.7,1.6,53.0,3,Opel,Mokka,Manual,Diesel,2016,False
59705,19942.0,150.0,50.4,1.55,84.0,3,Opel,Insignia,Manual,Petrol,2019,False
31139,8933.0,138.75,50.89047447720335,1.0,66.0,3,Ford,Focus,Manual,Petrol,2019,False
29545,23047.0,135.25,59.739999999999995,1.0,96.0,4,Ford,Focus,Manual,Petrol,2019,False
57952,39993.0,125.0,51.4,1.4,61.0,2,Opel,Astra,Manual,Petrol,2014,False
14192,62574.0,95.0,83.1,1.5,74.0,2,BMW,1 Series,Manual,Diesel,2015,False
21041,24300.0,145.0,47.9,1.6,61.0,1,Ford,Fiesta,Manual,Petrol,2016,False
74674,22811.0,145.0,57.6,2.0,68.0,0,VW,Tiguan,Semi-Auto,Diesel,2017,False
47165,43985.0,145.0,64.2,1.0,90.0,4,Skoda,Citigo,Manual,Petrol,2018,False
37412,13008.0,95.0,68.9,2.1,95.0,1,Mercedes,B-Class,Semi-Auto,Diesel,2015,False
40961,65514.0,150.0,47.9,1.6,75.0,4,Mercedes,B-Class,Manual,Petrol,2013,False
39340,6516.0,139.75,55.515,1.6,56.0,4,Mercedes,C-Class,Automatic,Diesel,2019,False
55531,20691.0,135.0,74.3,1.565,64.0,1,Toyota,C-HR,Automatic,Hybrid,2018,False
58643,24703.0,125.0,51.4,1.4,62.0,3,Opel,Astra,Manual,Petrol,2016,False
64422,27092.0,95.0,65.7,1.6,79.0,1,Opel,Mokka X,Manual,Diesel,2017,False
18964,13325.0,95.0,58.9,1.5,75.0,0,Ford,Grand C-Max,Automatic,Diesel,2016,False
3461,18203.0,150.0,53.3,2.0,93.0,4,Audi,Q3,Semi-Auto,Diesel,2017,False
10961,20508.0,145.0,56.5,3.0,41.0,2,BMW,5 Series,Automatic,Diesel,2017,False
73244,6420.0,145.0,47.9,2.0,60.0,3,VW,Touran,Automatic,Diesel,2019,False
69294,10.0,135.0,43.5,1.4,46.0,0,VW,Passat,Semi-Auto,Hybrid,2019,False
62010,39915.0,150.0,51.4,2.0,61.85,4,Opel,Insignia,Automatic,Diesel,2018,False
71532,9118.0,145.0,21.549999999999997,2.0,91.0,4,VW,Golf,Semi-Auto,Petrol,2019,False
58716,39471.0,175.0,39.2,1.4,82.0,2,Opel,Zafira,Automatic,Petrol,2016,False
16030,11858.0,145.0,38.2,2.0,88.0,1,Ford,Kuga,Manual,Diesel,2019,False
75887,15271.0,160.0,50.4,2.0,72.0,3,VW,,Manual,Diesel,2016,False
9438,23000.0,150.0,54.3,2.0,47.0,0,BMW,X3,Semi-Auto,Diesel,2015,False
6435,4613.0,145.0,45.6,2.0,92.0,0,Audi,Q3,Semi-Auto,,2019,False
1578,2346.0,145.0,50.4,2.0,96.0,3,Audi,A3,,Diesel,2019,False
58061,15419.0,145.0,51.4,1.4,56.0,2,Opel,Astra,Manual,Petrol,2019,False
13852,24488.0,125.0,53.3,1.5,51.0,2,BMW,2 Series,Manual,Petrol,2016,False
48107,12922.0,95.0,64.2,1.0,87.0,3,Skoda,Citigo,Manual,Petrol,2017,False
1445,10809.0,145.0,51.4,2.0,73.0,0,Audi,A4,Semi-Auto,Diesel,2019,0
58737,12388.0,145.0,50.4,1.5,77.0,3,Opel,Insignia,Manual,Petrol,2019,False
49926,69941.0,145.0,68.9,2.0,35.0,4,Skoda,Superb,Manual,Diesel,2017,False
65516,3000.0,150.0,47.1,1.5,63.0,0,VW,Golf,Manual,Petrol,2020,False
62169,24120.0,175.0,42.2,1.6,95.0,0,Opel,Mokka X,Manual,Petrol,2017,False
73925,32260.0,160.0,44.1,1.4,84.0,3,VW,Golf,Manual,Petrol,2014,0
4801,12650.0,145.0,54.3,1.5,63.0,1,Audi,A3,Manual,Petrol,2017,False
25919,21224.0,130.0,56.165,1.0,51.0,2,Ford,Focus,Manual,Petrol,2017,False
11276,26267.0,95.0,70.6,2.0,93.0,4,BMW,3 Series,Automatic,Diesel,2016,False
29800,27451.0,145.0,60.1,2.0,61.4,2,Ford,Kuga,Manual,Diesel,2017,False
44006,19.0,145.0,55.4,2.0,30.0,6,Mercedes,B-Class,Semi-Auto,Diesel,2020,False
64454,22635.0,160.0,44.8,1.705,95.0,0,Opel,Mokka,Manual,Petrol,2016,False
32624,18504.0,95.0,61.7,1.5850000000000002,35.0,4,Hyundai,Tucson,Manual,Diesel,2016,False
65647,12.0,145.0,49.6,1.6,80.0,3,VW,Passat,Semi-Auto,Diesel,2020,False
11393,10947.0,145.0,60.1,2.0,46.0,4,BMW,X1,Automatic,Diesel,2018,False
31849,34945.0,95.0,58.9,1.2,49.0,1,Hyundai,i20,Manual,Petrol,2017,False
66491,27911.0,95.0,53.3,1.4,63.0,2,VW,Golf,Manual,Petrol,2016,False
13733,25190.0,145.0,39.8,3.0,35.0,1,BMW,1 Series,Semi-Auto,Petrol,2017,False
7952,45853.0,175.0,35.3,3.0,37.0,3,BMW,1 Series,Manual,Petrol,2015,False
25900,14979.0,95.0,65.7,1.0,35.0,2,Ford,Fiesta,Manual,Petrol,2016,False
66439,39299.0,125.0,57.6,2.0,38.0,3,VW,Passat,Semi-Auto,Diesel,2019,False
13275,10175.0,145.0,37.7,3.0,93.0,3,BMW,X5,Semi-Auto,Diesel,2019,False
10773,14264.0,160.0,44.8,2.0,100.0,1,BMW,2 Series,Manual,Petrol,2014,False
63678,808.0,150.0,45.6,1.2,84.0,2,Opel,Grandland X,Manual,Petrol,2020,False
70272,7041.0,145.0,31.4,2.0,67.0,0,VW,Tiguan,Semi-Auto,Diesel,2019,False
61313,17080.0,145.0,65.7,1.6,75.0,2,Opel,Grandland X,Automatic,Diesel,2018,False
55519,14232.0,95.0,69.0,1.0,91.0,4,Toyota,AYGO,Manual,Petrol,2016,False
73694,8063.0,150.0,52.3,2.0,57.0,3,VW,Golf,Automatic,Other,2019,False
24471,23452.0,95.0,64.2,1.5,91.0,4,Ford,Kuga,Manual,Diesel,2017,False
23254,3044.0,145.0,39.2,1.5,43.0,2,Ford,Kuga,Manual,Petrol,2018,False
68418,5000.0,145.0,36.2,2.0,86.0,1,VW,Golf,Automatic,Petrol,2019,False
71568,17214.0,150.0,60.1,1.2,40.0,1,VW,Polo,Manual,Petrol,2017,False
44649,23117.0,125.0,55.4,2.1,43.0,1,Mercedes,GL-Class,Automatic,Diesel,2015,False
41678,4481.0,145.0,62.8,1.5,70.0,1,Mercedes,A-Class,Semi-Auto,Diesel,2019,False
47466,1000.0,145.0,52.3,1.0,80.0,4,Skoda,Fabia,Manual,Petrol,2019,False
14821,32776.0,95.0,68.9,2.0,73.0,2,BMW,X1,,Diesel,2016,False
3083,37424.0,95.0,68.9,2.0,73.0,4,Audi,A4,Manual,Diesel,2017,False
59719,1234.0,145.0,43.5,1.4,47.0,0,Opel,Corsa,Manual,Petrol,2019,False
72368,6636.0,95.0,62.8,2.0,47.0,2,VW,Golf,Semi-Auto,Diesel,2016,False
25668,11251.0,145.0,39.2,1.5,3.2257436177114727,4,Ford,Kuga,Manual,Petrol,2019,False
30776,6.0,145.0,43.5,1.2,47.0,1,Ford,Ka+,Manual,Petrol,2019,False
55320,69941.0,145.0,58.9,1.5,44.0,0,Toyota,Yaris,Manual,Petrol,2018,False
19735,34045.0,125.0,56.5,2.0,76.0,4,Ford,Grand C-Max,Automatic,Diesel,2016,False
15022,6379.0,145.0,38.2,2.0,86.0,3,Ford,Kuga,Manual,Diesel,2019,False
34823,14893.0,145.5,53.82000000000001,1.6,68.0,0,Mercedes,C-Class,Semi-Auto,Diesel,2017,False
32181,49464.0,95.0,61.7,1.7,63.0,4,Hyundai,Tucson,Manual,Diesel,2015,False
12676,24000.0,145.0,51.4,3.0,74.0,0,BMW,3 Series,Automatic,Diesel,2017,False
36990,29516.0,136.0,53.18547447720334,2.1,73.0,3,Mercedes,C-Class,Automatic,Diesel,2017,False
2718,63180.0,125.0,57.6,2.0,87.0,4,Audi,,Automatic,Diesel,2016,False
23250,31309.0,134.0,55.279999999999994,1.0,54.0,4,Ford,Focus,Manual,Petrol,2016,False
6449,5000.0,145.0,32.1,2.0,54.0,2,Audi,Q5,Automatic,Petrol,2019,False
65302,50.0,150.25,39.2,1.4,59.0,0,Opel,Mokka X,Manual,Petrol,2019,False
9554,37563.0,175.0,47.1,3.0,71.0,0,BMW,X5,Automatic,Diesel,2014,False
60756,59486.0,95.0,62.8,1.0,95.0,3,Opel,Viva,Manual,Petrol,2016,False
44450,4001.0,145.0,51.4,2.0,68.0,0,Mercedes,C-Class,Automatic,Diesel,2019,False
11578,4741.0,145.0,24.8,3.0,95.0,1,BMW,X3,Semi-Auto,Petrol,2019,False
16570,34003.0,145.0,45.6,1.5,91.0,4,Ford,Kuga,Manual,Petrol,2018,False
41180,6116.0,145.0,36.7,3.0,65.0,3,Mercedes,SL-Class,Semi-Auto,Petrol,2019,False
71990,3659.0,145.0,39.8,2.0,51.0,4,VW,Tiguan,Automatic,Diesel,2019,False
27624,14757.0,145.0,55.4,1.0,46.0,2,Ford,Fiesta,Manual,,2015,False
21089,3549.0,133.25,58.522499999999994,1.5,64.8,1,Ford,Focus,Semi-Auto,Diesel,2018,False
13660,8268.0,150.0,60.1,2.0,66.0,0,BMW,4 Series,Semi-Auto,Diesel,2019,False
55484,13821.0,95.0,78.5,1.8,33.0,2,Toyota,Auris,Automatic,Hybrid,2016,False
52863,28604.0,95.0,58.0,1.3,43.0,2,Toyota,Yaris,Automatic,Petrol,2015,False
57541,6914.0,145.0,43.5,1.4,94.0,3,Opel,Corsa,Manual,Petrol,2019,False
10049,16127.0,145.0,47.1,2.0,70.0,2,BMW,1 Series,Manual,Petrol,2017,False
26215,16513.0,145.0,57.7,2.6312004729689877,56.0,2,Ford,Focus,Manual,Petrol,2018,False
30893,4487.0,145.0,60.1,1.0,69.0,2,Ford,Focus,Manual,Petrol,2019,False
20293,17127.0,136.75,54.915,2.0,79.0,2,Ford,Focus,Manual,Petrol,2018,False
61379,6379.0,150.0,47.1,1.4,55.0,2,Opel,Mokka X,,Petrol,2017,False
25329,18500.0,125.0,54.3,1.2,74.0,1,Ford,Fiesta,Manual,Petrol,2016,False
13757,16.0,145.0,51.4,3.0,34.0,0,BMW,4 Series,Semi-Auto,Diesel,2020,False
67488,3176.0,145.0,47.9,2.0,42.0,4,VW,Tiguan,Manual,Diesel,2019,0
4963,4750.0,145.0,44.8,1.5,90.0,1,Audi,Q2,,Petrol,2020,False
32210,26596.0,145.0,44.8,1.6,46.0,3,Hyundai,Tucson,Manual,Petrol,2019,False
21951,11866.0,145.0,46.3,1.6,51.0,3,Ford,Fiesta,Manual,Petrol,2016,False
63901,40615.0,145.0,62.8,1.0,98.0,1,Opel,Astra,Manual,Petrol,2018,False
66008,11436.0,95.0,61.4,1.0,65.0,0,VW,Up,Manual,Petrol,2019,False
30421,28092.15,95.0,74.3,1.5,88.0,0,Ford,Focus,Manual,Diesel,2016,False
72671,17150.0,150.0,87.55,1.545,95.0,0,VW,Polo,Manual,Petrol,2018,False
6770,25168.0,95.0,55.4,1.4,66.0,2,Audi,A1,Manual,Petrol,2017,False
71240,25318.0,160.0,49.6,2.0,86.0,1,VW,Tiguan,Semi-Auto,Diesel,2017,False
13892,30715.0,125.0,57.6,2.0,38.0,0,BMW,X1,Automatic,Diesel,2016,False
18033,4205.0,145.0,53.61,1.5,31.0,1,Ford,Kuga,Manual,Petrol,2018,False
62851,10996.0,145.0,53.3,1.5,89.0,4,Opel,Combo Life,Manual,Diesel,2018,False
72626,9229.0,145.0,38.7,1.5,35.0,4,VW,Touran,Semi-Auto,Petrol,2019,False
33553,2442.0,145.0,57.7,1.2,32.0,3,Hyundai,i10,Manual,Petrol,2018,False
62106,40626.0,125.0,51.4,1.2,57.0,2,Opel,Corsa,Manual,Petrol,2012,False
29830,6380.0,130.25,53.07249999999999,1.6949999999999998,63.0,1,Ford,Focus,Manual,Petrol,2018,False
14419,69941.0,160.0,50.4,1.7803536972184564,47.0,4,BMW,3 Series,Manual,Diesel,2006,False
57401,27083.0,125.0,53.3,1.2,65.0,3,Opel,Corsa,Manual,Petrol,2015,False
40516,69941.0,95.0,70.6,1.5,91.0,0,Mercedes,A-Class,Manual,Diesel,2014,False
66655,27327.0,145.0,51.4,1.415,32.0,4,VW,T-Roc,Automatic,Diesel,2018,False
37154,7060.0,134.25,57.325,2.0,60.0,4,Mercedes,C-Class,Semi-Auto,Diesel,2019,False
37292,35270.0,132.25,56.61750000000001,2.1,54.0,2,Mercedes,C-Class,Semi-Auto,Diesel,2017,False
32135,23234.0,95.0,60.1,1.0,51.0,1,Hyundai,i10,Manual,Petrol,2015,False
58900,21083.0,145.0,47.1,1.4,57.55,2,Opel,Mokka,Manual,Petrol,2017,False
65636,10364.0,145.0,60.1,1.0,59.0,1,VW,Polo,Manual,Petrol,2018,False
27844,12028.0,145.0,65.7,1.0,98.0,2,Ford,Fiesta,Manual,,2017,False
44813,1120.0,145.0,40.9,2.0,43.0,3,Mercedes,GLC-Class,,Diesel,2020,False
48722,23629.0,95.0,62.8,1.0,96.0,3,Skoda,,Manual,Petrol,2017,False
64357,67289.0,95.0,74.3,1.6,59.0,4,Opel,Astra,Manual,Diesel,2016,False
64416,882.0,145.0,43.5,1.4,63.0,4,Opel,Corsa,Manual,Petrol,2019,False
26891,13780.9,145.0,65.7,1.0,73.0,3,Ford,Fiesta,Manual,,2019,False
51748,3636.0,175.0,53.3,1.6949999999999998,74.0,0,Toyota,Corolla,Automatic,Hybrid,2020,False
65414,50.0,145.0,32.5,1.4,53.0,0,VW,Sharan,Semi-Auto,Petrol,2019,False
5827,27873.45,145.0,67.3,2.0,80.0,0,Audi,A4,Semi-Auto,Diesel,2017,False
11828,33707.7,95.0,65.7,2.0,38.0,1,BMW,1 Series,Manual,Diesel,2013,False
75711,13947.0,145.0,57.6,2.0,33.0,1,VW,Tiguan,Automatic,Diesel,2017,False
18373,21780.0,95.0,65.7,1.0,99.0,2,Ford,Fiesta,Manual,Petrol,2017,False
34419,24836.2,95.0,61.7,1.7,99.0,3,Hyundai,Tucson,Manual,Diesel,2016,False
23304,30918.0,95.0,61.4,1.6,99.0,0,Ford,C-Max,Manual,Diesel,2014,False
16526,1323.0,145.0,40.3,1.565,72.0,0,Ford,Fiesta,Manual,Petrol,2020,False
33539,24610.0,175.0,43.6,1.6,42.0,1,Hyundai,,Automatic,Petrol,2015,False
34493,36188.0,95.0,57.6,1.2,88.0,3,Hyundai,i10,Manual,Petrol,2015,False
65106,32619.0,95.0,78.5,1.6,54.0,0,Opel,Astra,Manual,Diesel,2016,False
38459,14318.0,124.25,61.82358837553352,1.5,70.0,1,Mercedes,C-Class,Semi-Auto,Petrol,2018,False
72208,48664.0,95.0,70.6,1.6,95.0,1,VW,Passat,Manual,Diesel,2016,False
15715,9314.0,133.25,54.65999999999999,1.0,75.0,2,Ford,Focus,Manual,Petrol,2019,False
3550,2805.0,150.0,33.2,3.0,53.0,1,Audi,Q7,Automatic,Diesel,2019,False
13495,7800.0,145.0,44.8,2.0,79.0,3,BMW,4 Series,Automatic,Petrol,2019,False
59111,9000.0,145.0,49.6,1.4700000000000002,52.0,2,Opel,Insignia,Manual,Petrol,2019,False
39145,9.0,145.0,53.3,1.3,42.0,2,Mercedes,A-Class,Automatic,Petrol,2019,False
3734,37500.0,175.0,42.8,3.0,65.0,4,Audi,Q5,Semi-Auto,Diesel,2016,False
36048,61242.0,129.75,56.614999999999995,1.8,50.0,2,Mercedes,C-Class,Automatic,Petrol,2011,False
68432,11368.0,150.0,48.7,1.0,61.0,1,VW,Polo,Manual,Petrol,2019,False
32051,4256.0,145.0,55.4,1.2,47.0,0,Hyundai,i20,Manual,Petrol,2018,False
46284,5164.0,137.75,52.98,1.5,65.0,4,Mercedes,,Semi-Auto,Petrol,2019,False
5071,22489.0,145.0,47.9,1.5050000000000001,82.0,1,Audi,Q7,Automatic,Diesel,2017,False
53180,22549.0,145.0,58.9,1.5,71.0,0,Toyota,Yaris,Manual,Petrol,2017,False
45063,15383.0,145.0,46.3,1.5,94.0,3,Mercedes,C-Class,Semi-Auto,Petrol,2018,False
75032,69941.0,95.0,68.295,1.6,43.0,0,VW,Passat,Manual,Diesel,2015,False
39589,11464.0,145.0,67.3,1.5,90.0,2,Mercedes,A-Class,Semi-Auto,Diesel,2019,False
41451,25922.0,125.0,56.5,2.1,88.0,2,Mercedes,GLA-Class,Automatic,Diesel,2016,False
64736,46311.0,175.0,42.2,1.4,67.45,0,Opel,Mokka,Manual,Petrol,2015,False
36779,24348.0,95.0,67.3,2.1,58.0,3,Mercedes,C-Class,Automatic,Diesel,2017,False
12299,15609.0,150.0,49.6,2.0,49.0,2,BMW,2 Series,Semi-Auto,Diesel,2018,False
10518,6685.0,175.0,65.7,2.0,50.0,1,BMW,2 Series,Manual,Diesel,2019,False
50136,14082.0,145.0,57.7,1.0,84.0,0,Skoda,Octavia,Automatic,Petrol,2019,False
9689,33000.0,175.0,34.0,3.0,75.0,0,BMW,M3,Semi-Auto,Petrol,2016,False
1719,4000.0,145.0,42.8,2.0,32.0,0,Audi,Q3,Manual,Diesel,2019,False
52845,24512.0,95.0,69.0,1.0,32.0,0,Toyota,AYGO,,Petrol,2017,False
67116,42555.0,125.0,51.4,1.2,60.0,3,VW,Polo,Manual,Petrol,2014,False
69370,30310.0,95.0,61.4,1.6,75.0,2,VW,Touran,Manual,Diesel,2016,False
14661,5650.0,145.0,32.5,3.0,86.0,1,BMW,M4,Semi-Auto,Petrol,2019,False
51404,12480.0,95.0,55.0,1.3,65.0,2,Toyota,Yaris,Manual,Petrol,2017,False
70596,23588.0,95.0,53.3,1.4,94.0,2,VW,Golf,Manual,Petrol,2017,False
66469,38521.0,95.0,67.3,2.0,63.0,2,VW,Golf,Manual,Diesel,2016,False
5069,5500.0,145.0,39.2,2.0,59.0,1,Audi,A4,Manual,Petrol,2019,False
74229,100.0,150.0,47.9,1.0,82.0,2,VW,Polo,Manual,Petrol,2019,False
56197,24000.0,125.0,51.4,1.4,43.0,4,Opel,Astra,Manual,Petrol,2016,False
17112,13773.0,131.5,54.55499999999999,1.0,89.0,1,Ford,Focus,Manual,Petrol,2019,False
2851,18111.0,150.0,52.3,1.4,82.0,2,Audi,Q2,Manual,Petrol,2018,False
22482,46416.0,95.0,57.7,1.2,54.0,0,Ford,Ka,Manual,Petrol,2014,False
62735,31247.0,95.0,55.4,1.4,87.0,2,Opel,Corsa,Manual,Petrol,2016,False
30627,21114.0,125.0,52.3,1.0,45.0,1,Ford,EcoSport,Manual,Petrol,2017,False
13786,41732.0,145.0,48.7,2.0,92.0,4,BMW,3 Series,Manual,Petrol,2017,False
56720,20100.0,145.0,61.4,1.0,42.0,3,Opel,Viva,Manual,Petrol,2017,False
50045,44491.0,95.0,62.8,1.0,84.0,3,Skoda,Citigo,Manual,Petrol,2015,False
62539,6843.0,175.0,42.2,1.6,97.0,4,Opel,Mokka,Manual,Petrol,2016,False
33254,27911.0,125.0,57.6,1.7,54.0,4,Hyundai,Tucson,Semi-Auto,Diesel,2017,False
12407,69941.0,175.0,44.1,1.6,30.0,1,BMW,1 Series,Automatic,Petrol,2009,False
29114,7562.0,129.0,58.99250000000001,1.0,37.0,1,Ford,Focus,Manual,Petrol,2019,False
51170,11604.0,145.0,67.0,1.0,42.0,1,Toyota,AYGO,Automatic,Other,2018,False
41324,47965.0,95.0,67.3,2.1,68.0,1,Mercedes,GLA-Class,,Diesel,2016,False
59794,60790.0,95.0,74.3,1.6,64.0,4,Opel,Insignia,Manual,Diesel,2016,False
20101,900.0,135.75,58.56500000000001,2.3,98.0,1,Ford,Focus,Manual,Petrol,2019,0
62345,8094.0,145.0,47.1,1.4,83.0,2,Opel,Meriva,Manual,Petrol,2016,False
25094,12709.0,145.0,65.7,1.0,72.0,2,Ford,Fiesta,,Petrol,2018,False
9006,9.0,145.0,51.4,3.0,46.0,0,BMW,4 Series,Semi-Auto,Diesel,2020,False
57296,9726.0,145.0,53.3,1.5,97.0,3,Opel,Combo Life,Manual,Diesel,2019,False
9491,25223.0,175.0,39.8,1.880353697218456,41.0,4,BMW,2 Series,Semi-Auto,Petrol,2017,False
39289,28447.95,95.0,68.9,2.1,100.0,0,Mercedes,A-Class,Semi-Auto,Diesel,2016,False
10071,46000.0,95.0,65.89500000000001,2.0,75.0,2,BMW,3 Series,Automatic,Diesel,2016,False
72080,3879.0,150.0,32.8,2.0,51.0,3,VW,Golf,Semi-Auto,Petrol,2020,False
15037,23708.0,145.0,41.5,2.0,90.0,3,Ford,Focus,Manual,Petrol,2017,False
26770,10500.0,95.0,65.7,1.0,54.0,4,Ford,Fiesta,Manual,Petrol,2017,False
15248,31200.0,95.0,65.7,1.0,100.0,3,Ford,Fiesta,Manual,Petrol,2013,False
20300,5000.0,145.0,52.3,1.6700000000000004,99.0,1,Ford,EcoSport,Manual,Petrol,2019,False
40716,43000.0,95.0,72.4,1.5,71.0,0,Mercedes,A-Class,Manual,Diesel,2016,False
47324,69941.0,95.0,74.3,1.6,48.0,1,Skoda,Octavia,Manual,Diesel,2016,False
6366,3624.0,145.0,40.9,1.5,56.0,4,Audi,Q2,Semi-Auto,Petrol,2019,False
75742,36313.0,95.0,60.1,1.0,69.55,0,VW,Up,Manual,Petrol,2014,False
60776,37962.0,95.0,62.8,1.0,34.0,4,Opel,Viva,Manual,Petrol,2015,False
63338,24478.0,145.0,55.4,1.4,74.0,3,Opel,Corsa,Manual,Petrol,2018,False
25237,26309.0,150.0,65.7,1.0,58.0,1,Ford,Fiesta,Manual,Petrol,2018,False
72298,51000.0,125.0,51.4,1.2,68.0,4,VW,Polo,Manual,Petrol,2011,False
71276,1887.0,145.0,47.1,1.5,83.0,3,VW,Golf,Manual,Petrol,2019,0
18729,10357.0,145.0,65.7,1.0,65.0,0,Ford,Fiesta,Manual,Petrol,2018,False
48805,12510.0,125.0,51.4,1.2,83.0,1,Skoda,Yeti,Manual,Petrol,2016,False
68171,7753.0,145.0,47.9,1.0,33.0,2,VW,T-Crossland,Manual,Petrol,2019,False
61881,17.0,150.0,53.3,1.5,79.0,1,Opel,Grandland X,Automatic,Diesel,2020,False
22801,4127.0,150.0,55.4,1.1,33.0,0,Ford,Fiesta,Manual,Petrol,2018,False
30639,21812.0,160.0,44.1,1.6,56.0,0,Ford,B-Max,Semi-Auto,Petrol,2017,False
49653,512.0,145.0,44.8,2.0,87.0,0,Skoda,Kodiaq,Automatic,Diesel,2019,False
24226,7957.0,145.0,65.7,1.0,66.0,4,Ford,Fiesta,Manual,Petrol,2018,False
42029,13020.0,125.0,50.4,2.0,96.0,4,Mercedes,C-Class,Automatic,Petrol,2016,False
38846,11107.0,145.0,51.4,1.6,90.0,2,Mercedes,CL-Class,Manual,Petrol,2018,False
15916,21909.4,122.75,51.205,1.475,44.0,0,Ford,Focus,Manual,Diesel,2019,False
42676,8520.0,149.0,54.635000000000005,2.0,98.0,0,Mercedes,C-Class,Semi-Auto,Diesel,2019,False
75038,8925.0,145.0,47.1,1.5,44.0,2,VW,Golf,Manual,Petrol,2019,False
966,31945.0,145.0,54.3,2.0,76.0,0,Audi,A6,Semi-Auto,Diesel,2018,False
73730,4000.0,150.0,45.6,2.9857934392613865,76.0,0,VW,Polo,Semi-Auto,Petrol,2019,False
7298,6314.0,150.0,50.4,2.0,99.0,4,Audi,A6,Semi-Auto,Diesel,2019,False
67560,10587.0,145.0,34.0,3.0,42.0,2,VW,Touareg,Automatic,Diesel,2019,False
9217,4428.0,145.0,50.4,1.5,63.0,0,BMW,2 Series,Automatic,Petrol,2019,False
30256,36996.0,135.75,54.34547447720335,1.0,33.0,3,Ford,Focus,Manual,Petrol,2014,False
61846,15157.5,175.0,41.5,1.4,34.0,1,Opel,Zafira,Manual,Petrol,2017,False
24645,12912.0,150.0,46.3,1.51,83.0,1,Ford,Focus,Automatic,Petrol,2017,False
25751,17459.0,145.0,47.1,1.4,60.0,0,Ford,B-Max,Manual,Petrol,2017,False
32594,35600.0,95.0,63.02047447720336,1.2,83.0,3,Hyundai,i10,Manual,Petrol,2013,False
52335,23530.0,95.0,69.0,1.0,82.0,1,Toyota,AYGO,Manual,Petrol,2016,False
71480,29535.0,145.0,38.2,2.0,49.0,4,VW,Tiguan,Semi-Auto,Petrol,2017,False
32886,31643.0,145.0,48.7,1.7,79.0,1,Hyundai,ix35,Manual,,2013,False
65487,6779.0,145.0,30.4,2.0,48.0,1,VW,Tiguan,Semi-Auto,Petrol,2020,False
26708,14000.0,150.0,60.1,2.0,53.0,2,Ford,Kuga,Manual,Diesel,2018,False
11912,105.0,134.5,53.3,3.0,56.0,4,BMW,5 Series,,Diesel,2020,False
18329,12502.0,145.0,74.3,1.5,35.0,2,Ford,Focus,Manual,Diesel,2018,False
35715,20345.0,125.0,56.5,2.1,100.0,0,Mercedes,GLC-Class,Semi-Auto,Diesel,2016,False
36690,89.0,133.0,53.065,1.6,72.0,2,Mercedes,C-Class,Semi-Auto,Diesel,2019,False
62321,36257.0,145.0,72.4,1.6,32.0,3,Opel,Astra,Manual,Diesel,2018,False
26843,22008.0,130.75,54.959999999999994,1.0,31.0,2,Ford,Focus,Automatic,Petrol,2017,False
59434,19311.0,95.0,55.4,1.4,96.0,1,Opel,Corsa,Manual,Petrol,2016,False
55493,3500.0,145.0,39.2,1.2,53.0,0,Toyota,Corolla,Manual,,2019,False
41429,16.0,145.0,46.3,1.5,64.0,0,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
71659,19642.0,145.0,54.3,1.4,32.0,4,VW,Golf,Manual,Petrol,2018,False
63655,37306.0,175.0,37.2,1.8099999999999998,94.0,2,Opel,Corsa,Manual,Petrol,2012,False
50703,34221.0,125.0,52.3,1.4,83.0,4,Skoda,Superb,Manual,Petrol,2016,False
47425,3600.0,145.0,61.4,1.0,80.0,4,Skoda,Fabia,Manual,Petrol,2019,False
44135,10771.0,145.0,34.0,3.0,30.0,2,Mercedes,GLC-Class,Semi-Auto,Petrol,2019,False
28129,16246.0,134.0,55.279999999999994,1.0,54.0,4,Ford,Focus,Manual,Petrol,2018,False
70125,3704.0,145.0,64.2,1.0,89.0,2,VW,Up,Manual,Petrol,2018,False
1364,5727.0,145.0,49.6,1.6,94.0,0,Audi,Q2,Manual,Diesel,2019,False
36559,34799.0,145.0,53.3,2.1,50.0,2,Mercedes,C-Class,Automatic,Diesel,2015,False
75445,35786.0,95.0,60.1,1.2,52.0,3,VW,Polo,Manual,Petrol,2015,False
43516,63767.0,95.0,64.2,1.8,52.0,3,Mercedes,,Automatic,Diesel,2014,False
56164,40474.0,125.0,51.4,1.4,3.1726830595677384,1,Opel,Adam,Manual,Petrol,2013,False
22527,12000.0,145.0,41.5,2.0,74.0,3,Ford,Focus,Manual,Petrol,2018,False
43196,17549.0,136.25,56.15047447720335,1.5,45.0,4,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
33823,8465.0,150.0,39.8,1.6,60.0,4,Hyundai,Tucson,Semi-Auto,Petrol,2017,False
37286,11822.0,145.0,51.4,1.6,45.0,0,Mercedes,CL-Class,Manual,Petrol,2018,False
30198,27909.0,145.0,64.2,1.5,37.0,4,Ford,Kuga,Manual,Diesel,2017,False
64997,372.0,145.0,43.5,1.4,59.0,0,Opel,Corsa,Manual,Petrol,2019,False
