car_id,brand,model,year,transmission,mileage,fuel_type,tax,mpg,engine_size,paint_quality,previous_owners,has_damage
73473,VW,Polo,2019,Manual,2500.0,Petrol,145.0,52.3,1.0,85.0,4,False
62559,Opel,Astra,2017,Manual,18525.0,Petrol,145.0,51.4,1.4,64.0,1,False
32009,Hyundai,i30,2013,Automatic,37438.0,Diesel,160.0,51.4,1.6,53.0,0,False
24912,Ford,Kuga,2018,Manual,15786.0,Diesel,145.0,54.3,2.0,68.0,2,False
57749,Opel,Corsa,2017,Manual,8000.0,Petrol,145.0,55.4,1.4,88.0,2,False
4541,Audi,Q5,2019,Semi-Auto,6000.0,Diesel,145.0,32.5,3.0,71.0,2,False
66038,VW,Passat,2019,Semi-Auto,13084.0,Diesel,150.0,51.4,2.0,82.0,6,False
33592,Hyundai,i20,2018,Manual,11629.0,Petrol,145.0,55.4,1.2,54.0,2,False
29394,Ford,Fiesta,2016,Manual,40000.0,Petrol,95.0,65.7,1.0,78.0,0,False
53854,Toyota,C-HR,2017,Automatic,11879.0,Hybrid,95.0,74.3,1.8,68.0,0,False
25508,Ford,Focus,2017,Manual,14977.0,Petrol,,,1.0,,3,False
34812,Mercedes,C-Class,2019,Semi-Auto,13633.0,Petrol,145.0,46.3,1.5,37.0,2,False
14698,BMW,6 Series,2012,Automatic,27352.0,Diesel,160.0,51.4,3.0,74.0,0,False
37427,Mercedes,C-Class,2017,Automatic,19500.0,Diesel,150.0,58.9,2.1,69.0,4,False
31614,Hyundai,Santa Fe,2019,Automatic,10903.0,Diesel,145.0,39.2,2.2,81.0,4,False
70502,VW,Tiguan,2018,Manual,8990.0,Petrol,145.0,46.3,1.4,31.0,4,False
18369,Ford,Kuga,2018,Automatic,21516.0,Diesel,140.0,54.3,2.0,40.0,2,False
52388,Toyota,Yaris,2018,Manual,5771.0,Petrol,145.0,47.1,1.5,74.0,3,False
69290,VW,Polo,2016,Manual,42256.0,Petrol,95.0,60.1,1.2,88.0,2,False
34945,Mercedes,C-Class,2015,Automatic,69941.0,Diesel,95.0,64.2,2.1,39.0,3,False
46496,Mercedes,E-Class,2015,,21284.0,Diesel,125.0,61.4,2.1,39.0,0,False
22970,Ford,Fiesta,2019,Manual,5797.0,Petrol,145.0,55.4,1.0,77.0,1,False
46838,Skoda,Fabia,2020,Manual,1500.0,Petrol,145.0,52.3,1.0,40.0,4,False
15839,Ford,Focus,0,Manual,21874.0,Petrol,145.0,60.1,1.0,94.0,1,False
38918,Mercedes,A-Class,2015,Manual,,Diesel,95.0,64.2,2.1,32.0,2,False
33450,Hyundai,Kona,2018,Manual,15521.0,Petrol,145.0,52.3,1.0,38.0,1,False
47299,Skoda,Fabia,2017,Manual,16148.0,Petrol,145.0,64.2,1.0,88.0,0,False
32078,Hyundai,i10,2017,Manual,12521.0,Petrol,145.0,60.1,1.0,76.0,20,False
43416,Mercedes,E-Class,2016,,55407.0,Diesel,95.0,65.7,2.0,83.0,0,False
69570,VW,Up,2015,Manual,8730.0,Petrol,95.0,61.4,1.0,80.0,0,False
23500,Ford,Kuga,2017,Manual,28177.0,Diesel,150.0,54.3,2.0,97.0,1,False
26048,Ford,Fiesta,2016,Manual,44545.0,Petrol,125.0,54.3,1.2,61.0,3,False
24193,Ford,Focus,2014,Semi-Auto,69941.0,Petrol,,,1.6,32.0,4,False
898,Audi,Q2,2017,Manual,20647.0,Petrol,145.0,50.4,1.4,50.0,1,False
48761,Skoda,Rapid,2017,Manual,24451.0,Diesel,145.0,74.3,1.6,92.0,2,False
31619,Hyundai,ix20,2017,Manual,12836.0,Petrol,145.0,50.4,1.4,65.0,1,False
39378,Mercedes,A-Class,2018,Automatic,11922.0,Petrol,145.0,53.3,1.3,52.0,1,False
20081,Ford,Fiesta,2013,Manual,49138.0,Petrol,95.0,65.7,1.0,,0,False
29193,Ford,C-Max,2017,Manual,19856.0,Petrol,95.0,55.4,1.0,87.0,20,False
49530,Skoda,Yeti Outdoor,2017,,17098.0,Petrol,125.0,51.4,1.2,73.0,3,False
48760,Skoda,Superb,2017,Semi-Auto,10671.0,Diesel,150.0,60.1,2.0,88.0,3,False
62849,,Astra,2017,Manual,24930.0,Petrol,145.0,52.3,1.4,39.0,0,False
4403,Audi,Q3,2019,,1000.0,Diesel,145.0,48.7,2.0,58.0,3,False
56021,Opel,Corsa,2010,Manual,41664.0,Petrol,95.0,65.7,1.0,49.0,3,False
4315,Audi,Unknown,2014,Manual,39562.0,Diesel,95.0,62.8,2.0,33.0,3,False
18314,Ford,Kuga,2017,Semi-Auto,35245.0,Diesel,95.0,54.3,2.0,67.0,3,False
1794,Audi,A4,2016,Manual,37655.0,Diesel,95.0,68.9,2.0,72.0,0,False
64346,Opel,Crossland X,2019,Manual,14947.0,Petrol,150.0,47.1,1.2,75.0,1,False
62670,Opel,Adam,2017,Manual,26822.0,Petrol,125.0,53.3,1.2,92.0,1,False
8654,BMW,4 Series,2020,Manual,14.0,Petrol,145.0,46.3,2.0,81.0,1,False
57716,Opel,Zafira Tourer,2014,Manual,59548.0,Diesel,145.0,55.4,2.0,97.0,0,False
38258,Mercedes,C-Class,2019,Semi-Auto,11300.0,Petrol,145.0,30.4,3.0,91.0,2,False
60018,Opel,Zafira,2017,Manual,22282.0,Petrol,175.0,41.5,,99.0,1,False
25202,Ford,Fiesta,2019,Semi-Auto,4928.0,Petrol,145.0,48.7,1.0,42.0,1,False
63289,Opel,Corsa,2018,Manual,9300.0,Petrol,145.0,43.5,1.4,91.0,2,False
29571,Ford,Kuga,2018,Manual,14748.0,Diesel,145.0,64.2,1.5,79.0,4,False
39484,Mercedes,C-Class,2017,Semi-Auto,9238.0,Petrol,,,2.0,69.0,3,False
63228,Opel,Corsa,2018,Manual,11275.0,Petrol,145.0,49.6,1.4,42.0,4,True
46329,Mercedes,GLC-Class,2019,Semi-Auto,9853.0,Diesel,145.0,41.5,2.1,30.0,4,False
29384,Ford,Fiesta,2017,Semi-Auto,12443.0,Petrol,95.0,57.7,1.0,37.0,2,False
44126,Mercedes,GLA-Class,2019,Semi-Auto,13581.0,Diesel,145.0,67.3,2.1,31.0,0,False
58560,Opel,Astra,2017,Manual,12955.0,Petrol,125.0,51.4,1.4,70.0,4,False
18053,Ford,Fiesta,2014,Manual,22714.0,Petrol,95.0,54.3,1.2,41.0,0,False
7745,BMW,3 Series,2019,Manual,4850.0,Diesel,145.0,64.2,2.0,86.0,1,False
63520,Opel,Insignia,2017,Manual,15146.0,Petrol,150.0,47.1,1.5,65.0,1,False
37318,Mercedes,B-Class,2017,Manual,17403.0,Diesel,145.0,68.9,1.5,56.0,3,False
58961,Opel,Corsa,2016,Manual,50312.0,Petrol,95.0,55.4,1.4,36.0,2,False
22200,Ford,Kuga,2019,Automatic,4030.0,Petrol,150.0,31.0,1.5,43.0,0,False
32388,Hyundai,Tucson,2017,Semi-Auto,30345.0,Diesel,125.0,57.6,1.7,64.0,1,False
48733,Skoda,Kamiq,2020,,500.0,Petrol,145.0,43.5,1.5,36.0,1,False
23409,Ford,Focus,2019,Automatic,9694.0,Diesel,145.0,64.2,2.0,65.0,2,False
53110,Toyota,AYGO,0,Automatic,15314.0,Other,95.0,67.0,1.0,53.0,0,False
6418,Audi,A5,2016,Semi-Auto,38000.0,Diesel,165.0,52.3,2.0,86.0,3,False
23430,Ford,Focus,2019,Manual,3250.0,Petrol,,60.1,,46.0,4,False
13759,BMW,1 Series,2017,Manual,21809.0,Petrol,145.0,53.3,1.5,75.0,4,False
39358,Mercedes,E-Class,2015,Semi-Auto,32397.0,Diesel,125.0,56.5,2.1,71.0,3,False
25834,Ford,Mondeo,2016,Manual,69941.0,Diesel,95.0,65.7,2.0,89.0,4,False
70755,VW,Touareg,2013,Automatic,56042.0,Diesel,175.0,39.2,,95.0,3,False
2704,Audi,A3,2016,Manual,30895.0,Petrol,125.0,52.3,1.4,46.0,4,False
39283,Mercedes,X-Class,2019,Automatic,500.0,Diesel,175.0,35.8,2.3,,1,False
56950,Opel,Astra,2020,Manual,22.0,,145.0,54.3,1.2,42.0,3,False
57689,Opel,Mokka X,2017,Manual,30748.0,Petrol,145.0,47.1,1.4,67.0,4,False
12071,BMW,3 Series,2019,Automatic,4500.0,Diesel,145.0,50.4,2.0,32.0,0,False
62531,Opel,Grandland X,2018,Manual,16278.0,Petrol,150.0,55.4,1.2,90.0,4,False
30373,Ford,Focus,2019,Manual,3098.0,Petrol,145.0,60.1,1.0,84.0,4,False
75088,VW,Touareg,2018,,12292.0,Diesel,145.0,34.5,3.0,,0,False
53162,Toyota,C-HR,2016,Manual,20000.0,Petrol,145.0,47.1,1.2,53.0,1,False
43348,Mercedes,C-Class,2019,Automatic,12986.0,Diesel,95.0,,2.0,37.0,1,False
32085,Hyundai,i30,2018,Manual,8404.0,Diesel,175.0,74.3,1.6,49.0,3,False
38133,Mercedes,SLK,2012,Automatic,43890.0,Petrol,175.0,43.5,1.8,52.0,4,False
27214,Ford,Fiesta,2018,Manual,15000.0,Petrol,145.0,65.7,1.0,79.0,3,False
35897,Mercedes,C-Class,2015,Automatic,55000.0,Diesel,95.0,64.2,2.1,100.0,4,False
50694,Skoda,Octavia,2017,Manual,33100.0,Diesel,150.0,68.9,1.6,100.0,1,False
74459,VW,Up,2016,Manual,25000.0,Petrol,95.0,64.2,1.0,30.0,4,False
10230,BMW,3 Series,2017,Automatic,10501.0,Hybrid,135.0,87.55,2.0,99.0,0,False
68470,VW,Polo,2018,Manual,16096.0,Petrol,145.0,48.7,1.0,73.0,1,False
24369,Ford,Focus,2017,Manual,28761.0,Petrol,,,1.0,72.0,1,False
17177,Ford,Focus,2018,Manual,27647.0,Diesel,150.0,80.7,1.5,37.0,2,False
19824,Ford,Kuga,2019,Manual,7777.0,Diesel,145.0,37.7,2.0,37.0,4,False
6987,Audi,Q3,2016,Manual,19280.0,Diesel,150.0,52.3,2.0,62.0,2,False
11574,BMW,3 Series,2014,Automatic,51062.0,Diesel,125.0,,2.0,41.0,1,False
6277,Audi,A6,2016,Semi-Auto,29018.0,Diesel,95.0,64.2,2.0,67.0,1,False
60790,Opel,Crossland X,2019,Manual,7445.0,Petrol,,44.8,1.2,44.0,3,False
19310,Ford,EcoSport,2017,Manual,11955.0,Petrol,150.0,52.3,1.0,73.0,0,False
30127,Ford,C-Max,2023,Manual,14941.0,Diesel,145.0,68.9,1.5,64.0,1,False
43218,Mercedes,C-Class,2017,Semi-Auto,11906.0,Diesel,95.0,65.7,2.1,54.0,0,False
34899,Mercedes,GLE-Class,2018,Automatic,29109.0,Diesel,145.0,42.8,3.0,41.0,0,False
60718,Opel,Mokka X,2016,Manual,,Diesel,95.0,68.9,1.6,,1,False
5811,Audi,A4,2017,Manual,28692.0,Petrol,125.0,50.4,2.0,43.0,2,False
74638,VW,Golf,2019,Manual,12392.0,Petrol,145.0,49.6,1.0,32.0,2,False
17549,Ford,B-Max,2017,Manual,11708.0,Petrol,95.0,57.7,1.0,94.0,1,False
64060,Opel,Adam,2018,Manual,6695.0,Petrol,145.0,53.3,1.2,61.0,4,False
1335,Audi,TT,2015,Manual,36000.0,Diesel,95.0,67.3,2.0,59.0,3,False
29388,Ford,Fiesta,2018,Manual,27843.0,Petrol,145.0,65.7,1.0,52.0,3,False
44016,Mercedes,C-Class,2015,Manual,69941.0,Diesel,95.0,70.6,2.1,62.0,1,False
43065,Mercedes,SLK,2007,Unknown,,Petrol,175.0,32.1,1.8,92.0,4,False
31608,Hyundai,i30,2015,Manual,27584.0,Diesel,95.0,78.4,1.6,45.0,1,False
8605,BMW,1 Series,2018,Manual,51000.0,Diesel,145.0,50.4,2.0,61.0,0,False
33071,Hyundai,i40,2015,Manual,20660.0,Diesel,95.0,65.7,1.7,69.0,0,False
71372,VW,Sharan,2018,Automatic,69941.0,Diesel,145.0,54.3,2.0,99.0,3,False
26660,,Focus,2018,Manual,7565.0,Diesel,,,1.5,83.0,2,False
75252,VW,Golf,2016,Manual,46545.0,Diesel,95.0,74.3,1.6,96.0,0,False
46560,Mercedes,CLS-Class,2019,Semi-Auto,5919.0,,145.0,48.7,2.9,61.0,3,False
43185,Mercedes,GLA-Class,2017,Semi-Auto,13409.0,,175.0,38.2,2.0,82.0,2,False
53929,Toyota,AYGO,2014,Manual,48271.0,Petrol,95.0,69.0,1.0,38.0,1,False
18973,Ford,Fiesta,2015,Manual,55085.0,Petrol,95.0,54.3,1.2,39.0,3,False
55034,Toyota,C-HR,2017,Automatic,31669.0,Hybrid,95.0,74.3,1.8,62.0,4,False
36274,Mercedes,C-Class,2018,Semi-Auto,15075.0,Petrol,,,2.0,98.0,0,False
51208,,Yaris,2018,Unknown,27855.0,Petrol,150.0,58.9,1.5,47.0,20,False
67280,VW,Golf,2019,Manual,4796.0,Petrol,145.0,47.1,1.5,79.0,1,False
20580,Ford,Focus,2014,Manual,53000.0,Petrol,95.0,60.1,1.0,80.0,1,False
51447,Toyota,,2014,Manual,31000.0,Petrol,145.0,46.3,,59.0,3,False
44166,Mercedes,CL-Class,2019,Semi-Auto,10893.0,Diesel,,51.4,2.2,56.0,0,False
23487,Ford,Fiesta,2015,Manual,29865.0,Petrol,150.0,47.9,1.6,90.0,4,False
6272,Audi,Q3,2017,Automatic,39147.0,Petrol,150.0,47.9,1.4,52.0,4,False
51833,Toyota,AYGO,2018,Manual,20872.0,Petrol,145.0,56.5,1.0,54.0,2,False
14424,BMW,X3,2011,Automatic,69941.0,Diesel,165.0,50.4,2.0,90.0,0,False
5187,Audi,A5,2014,Manual,42953.0,Diesel,95.0,64.2,2.0,35.0,0,False
1878,Audi,Q5,2016,Semi-Auto,23478.0,Diesel,175.0,42.2,3.0,42.0,3,False
60912,Opel,Astra,2017,Manual,8500.0,,145.0,50.4,1.4,70.0,2,False
72361,VW,Passat,2020,Semi-Auto,10.0,Diesel,95.0,49.6,1.6,61.0,3,False
68129,VW,Tiguan,2019,Semi-Auto,5972.0,Diesel,145.0,35.3,2.0,46.0,4,False
33119,Hyundai,Tucson,2019,,17441.0,Petrol,145.0,34.9,1.6,91.0,2,False
14829,BMW,5 Series,2019,Automatic,6456.0,Diesel,145.0,60.1,2.0,92.0,3,False
7635,BMW,1 Series,2018,,17143.0,Petrol,150.0,38.7,1.5,,4,False
53382,Toyota,C-HR,2019,Manual,17486.0,Petrol,145.0,41.5,1.2,92.0,2,False
68193,VW,Golf,2019,Manual,3000.0,Petrol,145.0,50.4,1.5,85.0,1,False
18233,Ford,Fiesta,2017,Manual,19571.0,Petrol,145.0,65.7,1.0,50.0,3,False
40387,Mercedes,E-Class,2023,Semi-Auto,69941.0,Diesel,145.0,54.3,3.0,80.0,0,False
25159,Ford,Fiesta,2019,Manual,4520.0,Petrol,145.0,48.7,1.1,,2,False
15180,Ford,B-Max,2017,Semi-Auto,6425.0,Petrol,165.0,44.1,1.6,94.0,2,False
50407,Skoda,Yeti Outdoor,2017,Unknown,16500.0,Diesel,145.0,51.4,2.0,82.0,4,False
11107,BMW,2 Series,2019,Semi-Auto,9503.0,Diesel,145.0,49.6,2.0,36.0,2,False
63295,Opel,Adam,2015,Manual,27174.0,Petrol,125.0,53.3,1.4,39.0,2,False
69556,VW,Polo,2017,Manual,6741.0,Petrol,150.0,58.9,1.0,77.0,4,False
36493,Mercedes,B-Class,2019,Semi-Auto,1378.0,Petrol,145.0,45.6,1.3,67.0,3,False
40174,Mercedes,GLC-Class,2016,Automatic,42045.0,Diesel,125.0,56.5,2.1,,2,False
58701,Opel,Astra,2015,Manual,53936.0,Petrol,175.0,43.5,1.6,37.0,1,False
34569,Hyundai,Tucson,2017,Semi-Auto,19651.0,Diesel,125.0,57.6,1.7,43.0,0,False
62517,Opel,Corsa,2018,Manual,12397.0,Petrol,150.0,54.3,1.4,49.0,2,False
4663,Audi,Q2,2017,Automatic,36000.0,Petrol,150.0,52.3,1.4,98.0,1,False
47847,,Yeti,2017,Semi-Auto,16888.0,Petrol,125.0,87.55,1.2,83.0,3,False
13556,BMW,3 Series,2019,Semi-Auto,,Diesel,150.0,52.3,2.0,39.0,3,False
6492,Audi,A4,2019,Automatic,5000.0,Diesel,145.0,48.7,2.0,66.0,4,False
73802,VW,T-Crossland,2020,Automatic,1728.0,Petrol,145.0,45.6,1.0,66.0,3,False
50929,Skoda,Superb,2017,Manual,34028.0,Diesel,145.0,68.9,1.6,56.0,3,False
6946,Audi,A1,2015,Manual,,Diesel,95.0,80.7,1.6,78.0,3,False
51481,Toyota,Hilux,2015,Unknown,69941.0,Diesel,,38.7,2.5,,4,False
10131,BMW,2 Series,2016,Manual,13267.0,Petrol,125.0,52.3,1.5,45.0,1,False
70419,VW,Passat,2018,Manual,7395.0,Petrol,145.0,56.5,1.4,60.0,0,False
22532,Ford,Focus,2010,Manual,,Petrol,150.0,60.1,1.0,60.0,4,False
16250,Ford,EcoSport,2018,Manual,1090.0,Petrol,145.0,54.3,1.0,61.0,0,False
42446,Mercedes,C-Class,2017,Semi-Auto,21462.0,Diesel,,,2.1,35.0,0,False
73970,VW,,2019,Manual,15706.0,Petrol,,49.6,1.0,51.0,4,True
25897,Ford,Focus,2017,Manual,14772.0,Diesel,150.0,74.3,1.5,64.0,2,False
35345,Mercedes,E-Class,2019,Automatic,1000.0,Petrol,145.0,29.7,3.0,35.0,20,False
32962,Hyundai,i10,2017,Manual,33851.0,Petrol,,57.7,1.2,72.0,2,False
10097,BMW,5 Series,2024,Semi-Auto,10389.0,Diesel,145.0,65.7,2.0,55.0,2,False
501,Audi,Q3,2016,Semi-Auto,24020.0,Petrol,145.0,47.9,3.2,65.0,2,False
70514,VW,Polo,2016,Semi-Auto,18500.0,Petrol,95.0,60.1,1.2,61.0,0,False
28889,Ford,Focus,2019,Manual,8668.0,Petrol,,,1.0,87.0,1,False
15733,Ford,EcoSport,2019,Manual,6453.0,Petrol,145.0,53.3,1.0,46.0,2,False
52505,Toyota,AYGO,2017,Semi-Auto,5000.0,Petrol,145.0,67.3,1.0,72.0,1,False
26627,Ford,S-Max,2015,Manual,30098.0,Diesel,125.0,43.5,2.0,46.0,3,False
27857,Ford,Fiesta,2016,Manual,42701.0,Petrol,125.0,54.3,1.2,70.0,2,False
44140,Mercedes,C-Class,2019,Semi-Auto,2010.0,,145.0,29.7,3.0,73.0,3,False
75256,VW,Tiguan,2019,Manual,4812.0,Diesel,145.0,47.9,2.0,82.0,1,False
72060,VW,Polo,2016,Manual,,Petrol,95.0,60.1,1.2,43.0,4,False
67302,VW,Polo,2019,Automatic,1.0,Petrol,145.0,46.3,1.0,36.0,4,False
47215,Skoda,Yeti,2015,Manual,37256.0,Diesel,95.0,62.8,2.0,60.0,4,False
63113,Opel,Insignia,2016,Manual,27478.0,Diesel,95.0,62.8,2.0,80.0,4,False
53792,Toyota,Prius,2017,Automatic,3440.0,Hybrid,135.0,87.55,1.8,35.0,3,False
19707,Ford,EcoSport,2017,Manual,27175.0,Petrol,145.0,52.3,1.0,77.0,3,False
35408,Mercedes,C-Class,2017,Semi-Auto,16323.0,Diesel,,,2.1,44.0,0,False
51567,Toyota,RAV4,2016,Automatic,,Hybrid,95.0,57.6,2.5,41.0,3,False
40459,Mercedes,C-Class,2015,Automatic,32673.0,Diesel,95.0,64.2,2.1,62.0,3,False
11894,BMW,X5,2019,Semi-Auto,11449.0,Diesel,145.0,33.6,3.0,84.0,20,False
61865,Opel,Astra,2016,Manual,20936.0,Petrol,125.0,51.4,1.4,71.0,2,False
236,Audi,Q3,2017,Semi-Auto,26494.0,Petrol,145.0,47.9,1.4,71.0,0,False
52054,Toyota,,2018,Manual,32315.0,Petrol,145.0,58.9,1.5,48.0,1,False
3175,Audi,A4,2014,Manual,41921.0,Diesel,95.0,61.4,2.0,31.0,3,False
69834,VW,Sharan,2017,Automatic,35912.0,Diesel,150.0,54.3,2.0,94.0,4,False
60356,Opel,Mokka X,2019,Manual,8000.0,Petrol,145.0,39.2,1.4,33.0,20,False
42214,Mercedes,C-Class,2020,,1000.0,Petrol,145.0,46.3,1.5,76.0,1,False
24253,Ford,Focus,2019,Manual,7641.0,Petrol,,,1.0,87.0,2,False
66741,VW,Polo,2016,Manual,27303.0,Petrol,95.0,60.1,1.2,71.0,0,False
31403,Ford,Focus,2018,Manual,15654.0,Diesel,145.0,74.3,1.5,76.0,0,False
31392,Ford,Fiesta,2017,Manual,24784.0,Petrol,125.0,54.3,1.2,46.0,1,False
44022,Mercedes,GLC-Class,2019,Semi-Auto,1360.0,Diesel,145.0,40.9,2.0,92.0,1,False
71219,VW,Golf,2020,Manual,2500.0,Diesel,145.0,57.7,1.6,79.0,4,False
38581,Mercedes,A-Class,2020,Semi-Auto,51.0,Petrol,150.0,28.5,1.3,66.0,1,True
11747,BMW,1 Series,2016,Manual,10.0,Diesel,95.0,72.4,1.5,88.0,2,False
7257,Audi,Q2,2019,Manual,,Petrol,150.0,42.8,1.5,69.0,0,False
52062,Toyota,Hilux,2018,Automatic,16734.0,Diesel,175.0,36.2,2.4,80.0,1,False
42254,Mercedes,GLE-Class,2017,Semi-Auto,35354.0,Diesel,145.0,42.8,3.0,35.0,0,False
29652,Ford,Kuga,2017,Automatic,5607.0,Petrol,145.0,38.2,1.5,33.0,1,False
64218,Opel,Viva,2016,Manual,16214.0,Petrol,95.0,62.8,1.0,34.0,1,False
61421,Opel,Combo Life,2019,Manual,849.0,Petrol,150.0,42.2,1.2,88.0,3,False
7861,BMW,6 Series,2013,Automatic,62068.0,Diesel,160.0,49.6,3.0,59.0,0,False
32576,Hyundai,i10,2013,Manual,69814.0,Petrol,95.0,61.4,1.2,,4,False
6668,Audi,Q7,2019,Semi-Auto,5050.0,Diesel,145.0,44.1,3.0,87.0,4,False
25815,Ford,Focus,2010,Manual,8274.0,Petrol,150.0,58.9,1.0,92.0,3,False
10934,BMW,X3,2019,Semi-Auto,4620.0,Petrol,145.0,24.8,3.0,66.0,0,False
72684,VW,Golf,2019,Semi-Auto,7593.0,Petrol,145.0,43.5,1.5,40.0,2,False
75220,VW,Polo,2014,Manual,60060.0,Petrol,95.0,58.9,1.2,71.0,0,False
54905,Toyota,AYGO,2017,Manual,14923.0,,145.0,68.9,1.0,55.0,2,False
11618,BMW,2 Series,2024,Manual,123.0,Petrol,145.0,52.3,1.5,39.0,1,False
1216,Audi,Q3,2017,Manual,25670.0,Diesel,145.0,61.4,2.0,50.0,1,False
496,Audi,Q5,2015,Manual,,Diesel,175.0,47.9,2.0,85.0,2,False
41713,Mercedes,A-Class,2019,Automatic,9599.0,Petrol,145.0,,1.3,75.0,2,False
59693,Opel,Astra,2018,Manual,28112.0,Petrol,145.0,45.6,1.6,,0,False
47074,Skoda,Octavia,2015,Manual,49442.0,Diesel,95.0,64.2,2.0,87.0,2,False
54036,Toyota,,2016,Manual,15951.0,Petrol,95.0,69.0,1.0,70.0,4,False
52308,Toyota,AYGO,2017,Manual,25859.0,Petrol,,68.9,1.0,,3,False
9366,BMW,4 Series,2019,Automatic,5000.0,Diesel,145.0,65.7,2.0,92.0,3,False
12760,BMW,3 Series,2017,Manual,25345.0,Petrol,150.0,48.7,2.0,33.0,3,False
66563,VW,Tiguan,2019,Automatic,3000.0,Diesel,145.0,46.3,2.0,49.0,3,False
70488,VW,Golf,2016,Manual,21482.0,Petrol,145.0,47.1,2.0,37.0,0,False
35193,Mercedes,X-Class,2019,Automatic,37.0,Diesel,175.0,35.8,2.3,31.0,4,False
21269,Ford,Grand C-Max,2018,Manual,21643.0,Petrol,145.0,47.9,1.0,61.0,0,False
35412,Mercedes,C-Class,2019,Automatic,4693.0,Petrol,,,1.5,64.0,3,False
41393,Mercedes,A-Class,2017,Automatic,13081.0,Petrol,145.0,52.3,1.6,39.0,0,False
43466,Mercedes,A-Class,2019,Manual,6000.0,Petrol,145.0,47.1,1.3,36.0,1,False
40263,Mercedes,A-Class,2019,Semi-Auto,10783.0,Petrol,150.0,53.3,1.3,46.0,3,False
50947,Skoda,Yeti Outdoor,2016,Manual,53412.0,Diesel,95.0,62.8,2.0,97.0,4,False
42096,Mercedes,SLK,2000,Automatic,69941.0,Petrol,175.0,27.2,3.2,90.0,2,False
39592,Mercedes,C-Class,2019,Semi-Auto,1995.0,Diesel,145.0,64.2,2.0,,4,False
19218,Ford,Ka,2012,Manual,19959.0,Petrol,95.0,57.7,1.2,47.0,20,False
58156,Opel,Astra,2018,Manual,21702.0,Petrol,145.0,45.6,1.6,93.0,3,False
33176,Hyundai,i40,0,Manual,38472.0,Diesel,145.0,65.7,1.7,,0,False
50804,Skoda,Octavia,2015,Manual,69941.0,Diesel,95.0,74.3,1.6,92.0,2,False
41867,Mercedes,SL-Class,2016,Automatic,13626.0,Diesel,95.0,70.6,2.1,58.0,2,False
44370,Mercedes,A-Class,2014,Manual,55000.0,Diesel,95.0,78.5,1.5,68.0,3,False
18106,Ford,Fiesta,2013,Manual,34583.0,Petrol,95.0,54.3,1.2,39.0,4,False
5718,Audi,Q3,2020,Automatic,1500.0,Petrol,145.0,30.7,,97.0,0,False
28938,Ford,Ka+,2019,Manual,4500.0,Petrol,145.0,47.9,1.2,32.0,3,False
56070,Opel,Mokka X,2017,Unknown,17141.0,Petrol,145.0,43.5,1.4,54.0,4,False
41968,Mercedes,C-Class,2016,Automatic,27268.0,Diesel,95.0,64.2,2.1,37.0,0,False
51977,Toyota,AYGO,2016,Manual,15950.0,Petrol,95.0,69.0,1.0,58.0,3,False
58393,Opel,Corsa,2017,Manual,11695.0,Petrol,,55.4,1.4,59.0,2,False
68698,VW,Tiguan,2013,Semi-Auto,52661.0,Diesel,175.0,47.7,2.0,74.0,2,False
57292,Opel,Mokka,2015,Manual,,Petrol,175.0,42.2,,86.0,1,False
67353,VW,Golf,2017,Manual,26477.0,Petrol,95.0,60.1,1.4,68.0,0,False
63698,Opel,Mokka X,2017,Manual,11201.0,Petrol,145.0,47.1,1.4,49.0,4,False
63040,Opel,Mokka X,2019,Manual,2767.0,Diesel,145.0,47.1,1.6,38.0,1,False
11892,BMW,4 Series,2019,Semi-Auto,102.0,Diesel,145.0,65.7,2.0,82.0,20,False
42341,Mercedes,A-Class,2018,,10064.0,Diesel,145.0,65.7,1.5,69.0,1,False
13994,BMW,2 Series,2017,Automatic,69241.0,Diesel,125.0,60.1,2.0,75.0,3,False
32328,Hyundai,ix20,2017,Manual,23195.0,Petrol,125.0,50.4,1.4,44.0,0,False
22847,Ford,EcoSport,2017,Manual,41702.0,Petrol,150.0,52.3,,81.0,0,False
53166,Toyota,Yaris,2017,Automatic,30107.0,Petrol,95.0,58.0,1.3,47.0,4,False
69684,VW,Scirocco,2014,Manual,69775.0,Diesel,150.0,53.3,2.0,52.0,4,False
61017,Opel,Mokka X,2017,Semi-Auto,22340.0,Petrol,160.0,43.5,1.4,62.0,0,False
15577,Ford,S-Max,2019,Manual,13301.0,Diesel,145.0,54.3,2.0,62.0,1,False
64311,Opel,Astra,2012,Manual,34867.0,Petrol,175.0,34.9,2.0,62.0,2,False
8221,BMW,3 Series,2020,Semi-Auto,6000.0,Diesel,145.0,49.6,2.0,39.0,3,False
35960,Mercedes,GLA-Class,2015,Manual,41042.0,Diesel,95.0,64.2,2.1,77.0,3,False
36411,Mercedes,M-Class,2013,Automatic,,Diesel,175.0,39.2,3.0,57.0,0,False
31813,Hyundai,i10,2017,Manual,28500.0,Petrol,150.0,60.1,1.0,90.0,2,False
17319,Ford,Focus,2016,Manual,32967.0,Diesel,,,2.0,35.0,0,False
48049,Skoda,Scala,2019,Manual,9875.0,Diesel,145.0,57.7,1.6,92.0,4,False
14168,BMW,5 Series,2015,Automatic,41075.0,Diesel,95.0,62.8,2.0,61.0,2,False
57380,Opel,Corsa,2019,Manual,1003.0,Petrol,145.0,43.5,1.4,44.0,0,False
